"WonderfulAfter 4 days of use I can suggest everyone that it is a best phone in its class."
"TerrificNice phone ,everything looks great "
"Must buy!Good product Money is worth of paying .1.Pro2.Good screen display.3.Sleek 4.Good fabrication solidCor..1.Back camera lens is bit bulges out of body like I phone and other high end mobile2"
"WorthlessIf you will face overheating​ issue than you won't get refund..so don't buy itREAD MOREFlipkart CustomerCertified Buyer21 Mar, 2018236PermalinkReport Abuse"
"Useless productnothing is bad than than this"
"Did not meet expectationsGood product worst experience about Flipkart"
"Slightly disappointedHeating issue... Not able to hold. Worest mobile"
"Perfect product!Nice Mobile, camera great,built quality also best allover Nice one"

